Waste transfer destination - factory,Waste transfer destination - unknown,Entity  handling waste collection - federation of municipalities,Town,refArea,Existence of sewage network by type - open-pit,Existence of waste sorting and recycling - exists,Waste transfer destination - internal dumpsite,Observation URI,Entity  handling waste collection - municipality,Entity  handling waste collection - private company,Waste transfer destination - sanitary landfill,Existence of sewage network by type - septic tank,publisher,dataset,Entity  handling waste collection - other,references,Waste transfer destination - external dumpsite,Existence of sewage network by type - public sewage,Existence of sewage treatment station - exists 
0,0,0,Qraiyet Saida,http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Qraiyet+Saida,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Qsaibet En-Nabatiyeh,https://dbpedia.org/page/Nabatieh_Governorate,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Qsaibet+En-Nabatiyeh,1,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,1
0,0,0,Qsarnaba,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Qsarnaba,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Raachine,http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Raachine,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Raait,http://dbpedia.org/resource/ZahlÃ©_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Raait,1,0,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Rabb Et-Tlatine,http://dbpedia.org/resource/Marjeyoun_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rabb+Et-Tlatine,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Rabieh,http://dbpedia.org/resource/Matn_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rabieh,0,1,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,1,0,Rachaaine,http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rachaaine,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Rachaf,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rachaf,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Rachaiya El-Foukhar,http://dbpedia.org/resource/Hasbaya_District,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rachaiya+El-Foukhar,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Rachaya El Wadi,https://dbpedia.org/page/Beqaa_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rachaya+El+Wadi,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Rafid Rachaya,https://dbpedia.org/page/Beqaa_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rafid+Rachaya,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,1,Rahbeh,https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rahbeh,0,0,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,1,0,Ram,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ram,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Ramlieh,http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ramlieh,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Ramyet Bent Jbeil,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ramyet+Bent+Jbeil,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Ras Baalbek Ech-Charqi,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ras+Baalbek+Ech-Charqi,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Ras El Matn,http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ras+El+Matn,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Ras El-Href,http://dbpedia.org/resource/Baabda_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ras+El-Href,0,1,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Ras Kifa,http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ras+Kifa,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,1
0,1,0,Ras Masqa,https://dbpedia.org/page/North_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ras+Masqa,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Rasha,http://dbpedia.org/resource/Batroun_District,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rasha,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Rashana,http://dbpedia.org/resource/Batroun_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rashana,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Rawda Bekaa,http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rawda+Bekaa,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Rawda Village,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rawda+Village,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Rayfoun,http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rayfoun,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Rechdibbine,https://dbpedia.org/page/North_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rechdibbine,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Richmaiya,http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Richmaiya,0,1,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Rihan Jezzine,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rihan+Jezzine,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Rihana,http://dbpedia.org/resource/Byblos_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rihana,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Rihaniyet Aakkar,https://dbpedia.org/page/Akkar_Governorate,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rihaniyet+Aakkar,0,1,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,1,0,Rihaniyet Minie,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rihaniyet+Minie,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Rijmeh,http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rijmeh,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Rimat,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rimat,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Rimhala,http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rimhala,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Rmadiyeh,http://dbpedia.org/resource/Tyre_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rmadiyeh,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Rmaich,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rmaich,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Rmeilet Ech-Chouf,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rmeilet+Ech-Chouf,0,1,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,1
1,0,0,Rouayssrt El-Ballout,http://dbpedia.org/resource/Baabda_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Rouayssrt+El-Ballout,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
1,0,1,Roum,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Roum,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,1,0,Roumieh,http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Roumieh,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Roumine,https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Roumine,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Saadine,https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Saadine,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Saadnayel,http://dbpedia.org/resource/ZahlÃ©_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Saadnayel,1,0,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Saaideh,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Saaideh,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,1,Sabbah,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sabbah,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Sadiqine,http://dbpedia.org/resource/Tyre_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sadiqine,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Safad Al-Battikh,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Safad+Al-Battikh,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Safra Kesrouane,http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Safra+Kesrouane,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
1,0,0,Saghbine,http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Saghbine,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Sahle,https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sahle,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Saida,http://dbpedia.org/resource/Sidon_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Saida,1,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Saksakiyeh,http://dbpedia.org/resource/Sidon_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Saksakiyeh,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,1,Salhiyet Saida,http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Salhiyet+Saida,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Salima Baabda,http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Salima+Baabda,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Sammaqiyeh,https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sammaqiyeh,1,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Sanaya,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sanaya,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Saouanet Marjayoun,http://dbpedia.org/resource/Marjeyoun_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Saouanet+Marjayoun,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Saoufar,http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Saoufar,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Sarafand,http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sarafand,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Sarba En-Nabatieh,https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sarba+En-Nabatieh,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Sariita,http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sariita,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Sarin Fawqa,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sarin+Fawqa,1,0,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Sayssouq,https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sayssouq,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,1,0,Sebaal Zgharta,http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sebaal+Zgharta,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Sehjoud,http://dbpedia.org/resource/Hermel_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sehjoud,1,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,1
0,0,0,Selaa,http://dbpedia.org/resource/Tyre_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Selaa,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Selaata,http://dbpedia.org/resource/Batroun_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Selaata,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,1
0,1,0,Selfaya,http://dbpedia.org/resource/Aley_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Selfaya,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Semqaniyeh,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Semqaniyeh,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Seraal,http://dbpedia.org/resource/Zgharta_District,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Seraal,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,1,0,Serraaine Et-Tahta,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Serraaine+Et-Tahta,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,1,0,Sfaray,https://dbpedia.org/page/South_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sfaray,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Sfaynet El-Qaitaa,https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Sfaynet+El-Qaitaa,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
